
param1:[07, 09, 10, 15, 24], param2:[ 04, 12] param3:[ 2023-03-29]
param1:[01, 05, 16, 22, 34], param2:[ 08, 11] param3:[ 2021-01-23]
param1:[01, 03, 20, 29, 32], param2:[ 05, 12] param3:[ 2021-01-20]
param1:[05, 19, 20, 27, 33], param2:[ 03, 08] param3:[ 2021-01-18]
param1:[05, 23, 30, 34, 35], param2:[ 08, 10] param3:[ 2021-01-16]
param1:[04, 22, 25, 28, 35], param2:[ 04, 05] param3:[ 2021-01-13]
param1:[03, 07, 10, 12, 35], param2:[ 03, 05] param3:[ 2021-01-11]
param1:[05, 10, 17, 23, 28], param2:[ 02, 08] param3:[ 2021-01-09]
param1:[07, 21, 28, 31, 35], param2:[ 04, 10] param3:[ 2021-01-06]
param1:[02, 16, 26, 31, 34], param2:[ 09, 11] param3:[ 2021-01-04]
param1:[02, 06, 12, 19, 33], param2:[ 08, 09] param3:[ 2021-01-02]
param1:[08, 11, 13, 22, 25], param2:[ 04, 07] param3:[ 2020-12-30]
param1:[11, 24, 26, 33, 35], param2:[ 08, 09] param3:[ 2020-12-28]
param1:[03, 15, 16, 17, 21], param2:[ 07, 10] param3:[ 2020-12-26]
param1:[08, 25, 27, 29, 35], param2:[ 02, 03] param3:[ 2020-12-23]
param1:[16, 17, 23, 26, 32], param2:[ 02, 12] param3:[ 2020-12-21]
param1:[10, 22, 27, 33, 34], param2:[ 01, 11] param3:[ 2020-12-19]
param1:[09, 12, 13, 26, 33], param2:[ 04, 10] param3:[ 2020-12-16]
param1:[01, 04, 17, 18, 26], param2:[ 03, 10] param3:[ 2020-12-14]
param1:[01, 04, 09, 22, 28], param2:[ 04, 12] param3:[ 2020-12-12]
param1:[01, 02, 03, 08, 22], param2:[ 01, 04] param3:[ 2020-12-09]
param1:[11, 15, 24, 26, 35], param2:[ 04, 05] param3:[ 2020-12-07]
param1:[01, 07, 11, 15, 21], param2:[ 04, 11] param3:[ 2020-12-05]
param1:[08, 19, 29, 34, 35], param2:[ 06, 11] param3:[ 2020-12-02]
param1:[09, 17, 27, 28, 35], param2:[ 03, 08] param3:[ 2020-11-30]
param1:[05, 25, 26, 30, 35], param2:[ 04, 10] param3:[ 2020-11-28]
param1:[14, 22, 24, 28, 32], param2:[ 07, 08] param3:[ 2020-11-25]
param1:[01, 09, 15, 30, 33], param2:[ 04, 09] param3:[ 2020-11-23]
param1:[07, 19, 20, 23, 24], param2:[ 05, 10] param3:[ 2020-11-21]
param1:[08, 10, 12, 16, 22], param2:[ 03, 09] param3:[ 2020-11-18]
param1:[01, 09, 18, 19, 23], param2:[ 01, 09] param3:[ 2020-11-16]
param1:[10, 12, 21, 24, 30], param2:[ 03, 07] param3:[ 2020-11-14]
param1:[06, 14, 18, 28, 33], param2:[ 02, 05] param3:[ 2020-11-11]
param1:[08, 11, 13, 30, 32], param2:[ 02, 06] param3:[ 2020-11-09]
param1:[05, 07, 09, 20, 28], param2:[ 02, 07] param3:[ 2020-11-07]
param1:[11, 16, 20, 21, 28], param2:[ 05, 11] param3:[ 2020-11-04]
param1:[02, 20, 21, 23, 32], param2:[ 06, 12] param3:[ 2020-11-02]
param1:[02, 03, 06, 07, 33], param2:[ 08, 09] param3:[ 2020-10-31]
param1:[01, 04, 13, 17, 28], param2:[ 03, 07] param3:[ 2020-10-28]
param1:[02, 03, 11, 14, 27], param2:[ 04, 10] param3:[ 2020-10-26]
param1:[03, 08, 12, 13, 22], param2:[ 04, 12] param3:[ 2020-10-24]
param1:[03, 12, 23, 26, 30], param2:[ 04, 07] param3:[ 2020-10-21]
param1:[07, 12, 13, 19, 23], param2:[ 02, 08] param3:[ 2020-10-19]
param1:[07, 11, 18, 20, 29], param2:[ 09, 12] param3:[ 2020-10-17]
param1:[03, 04, 05, 09, 34], param2:[ 07, 09] param3:[ 2020-10-14]
param1:[04, 05, 08, 22, 33], param2:[ 07, 10] param3:[ 2020-10-12]
param1:[02, 03, 11, 15, 27], param2:[ 04, 12] param3:[ 2020-10-10]
param1:[04, 09, 15, 24, 35], param2:[ 04, 10] param3:[ 2020-10-07]
param1:[05, 25, 27, 30, 34], param2:[ 06, 12] param3:[ 2020-10-05]
param1:[07, 08, 10, 25, 28], param2:[ 03, 11] param3:[ 2020-09-30]
param1:[02, 18, 25, 26, 32], param2:[ 02, 07] param3:[ 2020-09-28]
param1:[04, 06, 07, 08, 16], param2:[ 02, 08] param3:[ 2020-09-26]
param1:[06, 14, 25, 27, 28], param2:[ 04, 11] param3:[ 2020-09-23]
param1:[08, 11, 17, 31, 35], param2:[ 07, 11] param3:[ 2020-09-21]
param1:[12, 16, 20, 23, 31], param2:[ 05, 12] param3:[ 2020-09-19]
param1:[05, 06, 27, 28, 29], param2:[ 11, 12] param3:[ 2020-09-16]
param1:[13, 16, 20, 22, 27], param2:[ 01, 02] param3:[ 2020-09-14]
param1:[02, 07, 23, 26, 35], param2:[ 01, 12] param3:[ 2020-09-12]
param1:[01, 04, 20, 23, 29], param2:[ 04, 08] param3:[ 2020-09-09]
param1:[08, 11, 15, 20, 28], param2:[ 04, 10] param3:[ 2020-09-07]
param1:[03, 04, 11, 15, 28], param2:[ 02, 03] param3:[ 2020-09-05]
param1:[02, 10, 20, 24, 31], param2:[ 06, 12] param3:[ 2020-09-02]
param1:[01, 02, 17, 32, 34], param2:[ 04, 09] param3:[ 2020-08-31]
param1:[02, 11, 12, 21, 34], param2:[ 04, 08] param3:[ 2020-08-29]
param1:[01, 13, 15, 32, 35], param2:[ 08, 10] param3:[ 2020-08-26]
param1:[03, 06, 22, 24, 25], param2:[ 09, 10] param3:[ 2020-08-24]
param1:[04, 16, 24, 29, 35], param2:[ 02, 12] param3:[ 2020-08-22]
param1:[14, 18, 20, 28, 34], param2:[ 10, 11] param3:[ 2020-08-19]
param1:[17, 23, 28, 29, 32], param2:[ 01, 03] param3:[ 2020-08-17]
param1:[01, 08, 18, 28, 30], param2:[ 10, 12] param3:[ 2020-08-15]
param1:[02, 09, 10, 21, 35], param2:[ 01, 07] param3:[ 2020-08-12]
param1:[03, 09, 10, 12, 21], param2:[ 04, 11] param3:[ 2020-08-10]
param1:[04, 10, 12, 23, 27], param2:[ 08, 09] param3:[ 2020-08-08]
param1:[11, 15, 18, 20, 27], param2:[ 05, 06] param3:[ 2020-08-05]
param1:[01, 12, 16, 28, 33], param2:[ 03, 12] param3:[ 2020-08-03]
param1:[01, 22, 30, 31, 32], param2:[ 04, 12] param3:[ 2020-08-01]
param1:[05, 07, 26, 30, 31], param2:[ 07, 10] param3:[ 2020-07-29]
param1:[15, 20, 23, 26, 33], param2:[ 02, 08] param3:[ 2020-07-27]
param1:[01, 08, 14, 16, 28], param2:[ 04, 10] param3:[ 2020-07-25]
param1:[06, 14, 21, 34, 35], param2:[ 03, 10] param3:[ 2020-07-22]
param1:[13, 15, 26, 32, 33], param2:[ 05, 07] param3:[ 2020-07-20]
param1:[05, 10, 23, 34, 35], param2:[ 01, 11] param3:[ 2020-07-18]
param1:[11, 18, 20, 21, 33], param2:[ 06, 07] param3:[ 2020-07-15]
param1:[01, 05, 14, 23, 31], param2:[ 02, 07] param3:[ 2020-07-13]
param1:[07, 08, 12, 21, 26], param2:[ 01, 06] param3:[ 2020-07-11]
param1:[12, 14, 25, 34, 35], param2:[ 03, 12] param3:[ 2020-07-08]
param1:[01, 15, 22, 28, 32], param2:[ 03, 11] param3:[ 2020-07-06]
param1:[01, 15, 19, 26, 27], param2:[ 05, 10] param3:[ 2020-07-04]
param1:[17, 20, 21, 22, 31], param2:[ 02, 08] param3:[ 2020-07-01]
param1:[03, 11, 25, 29, 34], param2:[ 03, 06] param3:[ 2020-06-29]
param1:[03, 04, 12, 18, 34], param2:[ 10, 12] param3:[ 2020-06-27]
param1:[11, 14, 15, 19, 20], param2:[ 03, 07] param3:[ 2020-06-24]
param1:[02, 15, 18, 21, 27], param2:[ 03, 06] param3:[ 2020-06-22]
param1:[09, 11, 26, 28, 35], param2:[ 06, 07] param3:[ 2020-06-20]
param1:[02, 07, 09, 19, 33], param2:[ 01, 07] param3:[ 2020-06-17]
param1:[03, 14, 16, 22, 34], param2:[ 02, 06] param3:[ 2020-06-15]
param1:[03, 11, 15, 22, 30], param2:[ 08, 10] param3:[ 2020-06-13]
param1:[03, 09, 10, 15, 16], param2:[ 07, 09] param3:[ 2020-06-10]
param1:[04, 18, 27, 28, 30], param2:[ 03, 10] param3:[ 2020-06-08]
param1:[15, 24, 27, 30, 34], param2:[ 04, 12] param3:[ 2020-06-06]
param1:[02, 09, 16, 23, 27], param2:[ 03, 08] param3:[ 2020-06-03]
param1:[01, 03, 22, 28, 30], param2:[ 02, 05] param3:[ 2020-06-01]
param1:[12, 13, 17, 31, 32], param2:[ 01, 06] param3:[ 2020-05-30]
param1:[03, 04, 05, 11, 22], param2:[ 05, 06] param3:[ 2020-05-27]
param1:[07, 13, 20, 29, 34], param2:[ 04, 07] param3:[ 2020-05-25]
param1:[02, 17, 20, 28, 29], param2:[ 01, 07] param3:[ 2020-05-23]
param1:[01, 05, 15, 22, 31], param2:[ 02, 09] param3:[ 2020-05-20]
param1:[04, 15, 20, 22, 24], param2:[ 01, 09] param3:[ 2020-05-18]
param1:[01, 04, 10, 11, 14], param2:[ 02, 05] param3:[ 2020-05-16]
param1:[01, 05, 11, 12, 26], param2:[ 02, 07] param3:[ 2020-05-13]
param1:[10, 11, 22, 26, 28], param2:[ 02, 04] param3:[ 2020-05-11]
param1:[11, 13, 20, 27, 31], param2:[ 02, 04] param3:[ 2020-05-09]
param1:[07, 19, 20, 31, 34], param2:[ 05, 08] param3:[ 2020-05-06]
param1:[02, 03, 09, 16, 32], param2:[ 03, 04] param3:[ 2020-05-04]
param1:[01, 02, 05, 15, 21], param2:[ 04, 05] param3:[ 2020-05-02]
param1:[01, 08, 17, 27, 30], param2:[ 05, 06] param3:[ 2020-04-29]
param1:[11, 14, 17, 22, 30], param2:[ 07, 09] param3:[ 2020-04-27]
param1:[04, 05, 28, 34, 35], param2:[ 01, 08] param3:[ 2020-04-25]
param1:[04, 07, 20, 25, 32], param2:[ 03, 09] param3:[ 2020-04-22]
param1:[03, 15, 26, 32, 34], param2:[ 08, 12] param3:[ 2020-04-20]
param1:[02, 14, 21, 22, 26], param2:[ 05, 07] param3:[ 2020-04-18]
param1:[03, 05, 06, 24, 30], param2:[ 03, 07] param3:[ 2020-04-15]
param1:[04, 11, 23, 26, 30], param2:[ 01, 06] param3:[ 2020-04-13]
param1:[04, 14, 20, 28, 35], param2:[ 02, 03] param3:[ 2020-04-11]
param1:[10, 12, 24, 31, 33], param2:[ 04, 09] param3:[ 2020-04-08]
param1:[08, 10, 12, 26, 32], param2:[ 05, 09] param3:[ 2020-04-06]
param1:[01, 12, 22, 23, 33], param2:[ 01, 12] param3:[ 2020-04-04]
param1:[09, 14, 16, 24, 26], param2:[ 04, 12] param3:[ 2020-04-01]
param1:[01, 06, 07, 09, 10], param2:[ 02, 11] param3:[ 2020-03-30]
param1:[04, 08, 19, 31, 35], param2:[ 01, 02] param3:[ 2020-03-28]
param1:[01, 07, 23, 24, 26], param2:[ 03, 07] param3:[ 2020-03-25]
param1:[03, 07, 09, 17, 21], param2:[ 03, 06] param3:[ 2020-03-23]
param1:[01, 04, 05, 11, 35], param2:[ 03, 09] param3:[ 2020-03-21]
param1:[01, 06, 18, 32, 34], param2:[ 01, 03] param3:[ 2020-03-18]
param1:[02, 13, 19, 22, 23], param2:[ 02, 07] param3:[ 2020-03-16]
param1:[01, 08, 13, 24, 32], param2:[ 02, 09] param3:[ 2020-03-14]
param1:[19, 29, 31, 34, 35], param2:[ 06, 10] param3:[ 2020-01-20]
param1:[14, 17, 19, 24, 32], param2:[ 01, 06] param3:[ 2020-01-18]
param1:[02, 10, 19, 24, 30], param2:[ 05, 08] param3:[ 2020-01-15]
param1:[09, 22, 25, 31, 32], param2:[ 08, 12] param3:[ 2020-01-13]
param1:[06, 10, 33, 34, 35], param2:[ 01, 03] param3:[ 2020-01-11]
param1:[17, 20, 21, 29, 30], param2:[ 05, 09] param3:[ 2020-01-08]
param1:[23, 25, 26, 30, 34], param2:[ 03, 07] param3:[ 2020-01-06]
param1:[03, 07, 18, 25, 30], param2:[ 02, 07] param3:[ 2020-01-04]
param1:[17, 25, 26, 32, 34], param2:[ 04, 07] param3:[ 2020-01-01]
param1:[07, 11, 12, 16, 33], param2:[ 05, 07] param3:[ 2019-12-30]
param1:[01, 02, 07, 33, 35], param2:[ 06, 10] param3:[ 2019-12-28]
param1:[03, 04, 07, 11, 30], param2:[ 08, 09] param3:[ 2019-12-25]
param1:[09, 12, 19, 22, 33], param2:[ 07, 08] param3:[ 2019-12-23]
param1:[10, 11, 26, 33, 34], param2:[ 01, 06] param3:[ 2019-12-21]
param1:[05, 09, 19, 22, 32], param2:[ 03, 05] param3:[ 2019-12-18]
param1:[02, 05, 20, 28, 31], param2:[ 02, 11] param3:[ 2019-12-16]
param1:[04, 22, 23, 24, 32], param2:[ 06, 12] param3:[ 2019-12-14]
param1:[03, 04, 26, 29, 33], param2:[ 06, 07] param3:[ 2019-12-11]
param1:[02, 10, 20, 21, 35], param2:[ 01, 12] param3:[ 2019-12-09]
param1:[03, 07, 08, 25, 27], param2:[ 03, 05] param3:[ 2019-12-07]
param1:[01, 05, 07, 08, 11], param2:[ 06, 10] param3:[ 2019-12-04]
param1:[04, 06, 07, 20, 29], param2:[ 02, 04] param3:[ 2019-12-02]
param1:[03, 05, 12, 13, 26], param2:[ 07, 12] param3:[ 2019-11-30]
param1:[03, 16, 20, 26, 29], param2:[ 03, 09] param3:[ 2019-11-27]
param1:[04, 05, 19, 25, 26], param2:[ 01, 11] param3:[ 2019-11-25]
param1:[05, 06, 07, 14, 17], param2:[ 10, 11] param3:[ 2019-11-23]
param1:[03, 12, 24, 27, 34], param2:[ 01, 12] param3:[ 2019-11-20]
param1:[03, 05, 06, 13, 18], param2:[ 10, 12] param3:[ 2019-11-18]
param1:[05, 06, 14, 27, 29], param2:[ 06, 10] param3:[ 2019-11-16]
param1:[01, 13, 20, 21, 26], param2:[ 04, 10] param3:[ 2019-11-13]
param1:[10, 13, 18, 23, 30], param2:[ 06, 12] param3:[ 2019-11-11]
param1:[20, 21, 25, 34, 35], param2:[ 03, 12] param3:[ 2019-11-09]
param1:[04, 07, 08, 11, 16], param2:[ 09, 11] param3:[ 2019-11-06]
param1:[05, 09, 16, 18, 30], param2:[ 04, 07] param3:[ 2019-11-04]
param1:[05, 08, 09, 14, 34], param2:[ 02, 05] param3:[ 2019-11-02]
param1:[07, 17, 26, 27, 30], param2:[ 06, 12] param3:[ 2019-10-30]
param1:[03, 13, 15, 26, 30], param2:[ 05, 12] param3:[ 2019-10-28]
param1:[05, 19, 25, 31, 33], param2:[ 10, 11] param3:[ 2019-10-26]
param1:[01, 02, 03, 07, 17], param2:[ 04, 10] param3:[ 2019-10-23]
param1:[06, 15, 17, 22, 25], param2:[ 01, 09] param3:[ 2019-10-21]
param1:[03, 06, 09, 23, 34], param2:[ 02, 11] param3:[ 2019-10-19]
param1:[02, 03, 13, 19, 26], param2:[ 02, 03] param3:[ 2019-10-16]
param1:[01, 18, 21, 25, 35], param2:[ 07, 08] param3:[ 2019-10-14]
param1:[02, 10, 16, 21, 23], param2:[ 02, 12] param3:[ 2019-10-12]
param1:[01, 18, 21, 28, 32], param2:[ 05, 12] param3:[ 2019-10-09]
param1:[03, 05, 07, 20, 23], param2:[ 04, 11] param3:[ 2019-09-30]
param1:[03, 11, 27, 34, 35], param2:[ 01, 02] param3:[ 2019-09-28]
param1:[03, 10, 16, 21, 33], param2:[ 05, 06] param3:[ 2019-09-25]
param1:[06, 15, 20, 23, 27], param2:[ 08, 10] param3:[ 2019-09-23]
param1:[01, 19, 23, 24, 30], param2:[ 04, 05] param3:[ 2019-09-21]
param1:[02, 07, 08, 20, 25], param2:[ 11, 12] param3:[ 2019-09-18]
param1:[24, 27, 28, 31, 34], param2:[ 04, 08] param3:[ 2019-09-16]
param1:[05, 09, 19, 27, 35], param2:[ 02, 03] param3:[ 2019-09-14]
param1:[05, 08, 10, 32, 35], param2:[ 02, 10] param3:[ 2019-09-11]
param1:[01, 04, 09, 14, 17], param2:[ 01, 06] param3:[ 2019-09-09]
param1:[02, 07, 19, 22, 28], param2:[ 03, 05] param3:[ 2019-09-07]
param1:[05, 12, 22, 27, 32], param2:[ 04, 07] param3:[ 2019-09-04]
param1:[05, 10, 15, 19, 31], param2:[ 03, 06] param3:[ 2019-09-02]
param1:[05, 11, 18, 19, 27], param2:[ 05, 06] param3:[ 2019-08-31]
param1:[05, 08, 12, 19, 21], param2:[ 06, 11] param3:[ 2019-08-28]
param1:[04, 06, 18, 27, 33], param2:[ 07, 09] param3:[ 2019-08-26]
param1:[13, 15, 17, 19, 22], param2:[ 03, 04] param3:[ 2019-08-24]
param1:[10, 17, 20, 30, 35], param2:[ 10, 12] param3:[ 2019-08-21]
param1:[02, 12, 22, 23, 27], param2:[ 02, 06] param3:[ 2019-08-19]
param1:[03, 12, 17, 19, 31], param2:[ 02, 06] param3:[ 2019-08-17]
param1:[01, 12, 14, 26, 27], param2:[ 07, 09] param3:[ 2019-08-14]
param1:[16, 17, 26, 29, 35], param2:[ 01, 07] param3:[ 2019-08-12]
param1:[02, 11, 15, 27, 30], param2:[ 02, 05] param3:[ 2019-08-10]
param1:[04, 13, 20, 26, 28], param2:[ 03, 12] param3:[ 2019-08-07]
param1:[13, 19, 28, 30, 33], param2:[ 02, 12] param3:[ 2019-08-05]
param1:[09, 14, 18, 33, 34], param2:[ 03, 12] param3:[ 2019-08-03]
param1:[01, 05, 18, 27, 33], param2:[ 06, 08] param3:[ 2019-07-31]
param1:[05, 06, 18, 19, 27], param2:[ 07, 12] param3:[ 2019-07-29]
param1:[05, 15, 16, 28, 31], param2:[ 02, 07] param3:[ 2019-07-27]
param1:[04, 05, 06, 15, 26], param2:[ 08, 11] param3:[ 2019-07-24]
param1:[12, 23, 25, 34, 35], param2:[ 01, 07] param3:[ 2019-07-22]
param1:[17, 24, 26, 28, 32], param2:[ 07, 09] param3:[ 2019-07-20]
param1:[06, 18, 20, 21, 31], param2:[ 03, 04] param3:[ 2019-07-17]
param1:[06, 24, 26, 30, 33], param2:[ 02, 07] param3:[ 2019-07-15]
param1:[05, 13, 18, 19, 24], param2:[ 02, 07] param3:[ 2019-07-13]
param1:[10, 13, 16, 28, 35], param2:[ 04, 05] param3:[ 2019-07-10]
param1:[05, 10, 21, 26, 30], param2:[ 01, 07] param3:[ 2019-07-08]
param1:[01, 15, 17, 21, 33], param2:[ 07, 10] param3:[ 2019-07-06]
param1:[01, 06, 11, 23, 29], param2:[ 01, 11] param3:[ 2019-07-03]
param1:[05, 06, 07, 11, 16], param2:[ 02, 11] param3:[ 2019-07-01]
param1:[08, 09, 13, 14, 34], param2:[ 05, 07] param3:[ 2019-06-29]
param1:[04, 11, 19, 20, 24], param2:[ 08, 11] param3:[ 2019-06-26]
param1:[02, 04, 06, 09, 18], param2:[ 07, 10] param3:[ 2019-06-24]
param1:[07, 13, 14, 15, 22], param2:[ 07, 11] param3:[ 2019-06-22]
param1:[02, 13, 15, 22, 34], param2:[ 02, 12] param3:[ 2019-06-19]
param1:[08, 22, 23, 33, 34], param2:[ 04, 06] param3:[ 2019-06-17]
param1:[04, 05, 08, 17, 27], param2:[ 06, 11] param3:[ 2019-06-15]
param1:[03, 08, 11, 15, 16], param2:[ 02, 10] param3:[ 2019-06-12]
param1:[04, 10, 11, 18, 31], param2:[ 05, 08] param3:[ 2019-06-10]
param1:[03, 08, 10, 23, 27], param2:[ 02, 12] param3:[ 2019-06-08]
param1:[07, 08, 13, 19, 29], param2:[ 11, 12] param3:[ 2019-06-05]
param1:[05, 08, 15, 18, 21], param2:[ 04, 08] param3:[ 2019-06-03]
param1:[05, 16, 23, 25, 28], param2:[ 01, 12] param3:[ 2019-06-01]
param1:[01, 02, 13, 14, 26], param2:[ 05, 11] param3:[ 2019-05-29]
param1:[01, 11, 12, 18, 21], param2:[ 08, 10] param3:[ 2019-05-27]
param1:[07, 08, 15, 27, 32], param2:[ 08, 12] param3:[ 2019-05-25]
param1:[03, 10, 13, 14, 32], param2:[ 07, 11] param3:[ 2019-05-22]
param1:[08, 14, 16, 34, 35], param2:[ 06, 12] param3:[ 2019-05-20]
param1:[01, 07, 10, 12, 23], param2:[ 06, 08] param3:[ 2019-05-18]
param1:[02, 04, 06, 19, 22], param2:[ 02, 06] param3:[ 2019-05-15]
param1:[02, 18, 23, 27, 30], param2:[ 05, 10] param3:[ 2019-05-13]
param1:[01, 11, 19, 26, 35], param2:[ 11, 12] param3:[ 2019-05-11]
param1:[04, 10, 15, 20, 24], param2:[ 07, 11] param3:[ 2019-05-08]
param1:[11, 15, 16, 20, 29], param2:[ 04, 08] param3:[ 2019-05-06]
param1:[04, 15, 16, 20, 35], param2:[ 03, 12] param3:[ 2019-05-04]
param1:[10, 16, 22, 26, 27], param2:[ 07, 11] param3:[ 2019-05-01]
param1:[06, 10, 16, 29, 33], param2:[ 05, 11] param3:[ 2019-04-29]
param1:[03, 04, 10, 16, 32], param2:[ 04, 09] param3:[ 2019-04-27]
param1:[02, 08, 14, 15, 35], param2:[ 10, 12] param3:[ 2019-04-24]
param1:[01, 04, 16, 19, 33], param2:[ 03, 12] param3:[ 2019-04-22]
param1:[03, 06, 10, 12, 31], param2:[ 01, 02] param3:[ 2019-04-20]
param1:[02, 06, 07, 12, 15], param2:[ 06, 12] param3:[ 2019-04-17]
param1:[04, 10, 13, 28, 33], param2:[ 11, 12] param3:[ 2019-04-15]
param1:[12, 19, 20, 22, 28], param2:[ 02, 06] param3:[ 2019-04-13]
param1:[01, 03, 31, 32, 34], param2:[ 01, 03] param3:[ 2019-04-10]
param1:[01, 12, 18, 26, 35], param2:[ 06, 12] param3:[ 2019-04-08]
param1:[05, 11, 16, 18, 27], param2:[ 07, 12] param3:[ 2019-04-06]
param1:[06, 16, 26, 33, 35], param2:[ 04, 08] param3:[ 2019-04-03]
param1:[03, 09, 21, 28, 30], param2:[ 01, 12] param3:[ 2019-04-01]
param1:[01, 03, 05, 07, 18], param2:[ 08, 09] param3:[ 2019-03-30]
param1:[08, 12, 15, 27, 30], param2:[ 01, 02] param3:[ 2019-03-27]
param1:[01, 02, 04, 16, 24], param2:[ 07, 09] param3:[ 2019-03-25]
param1:[01, 04, 07, 11, 30], param2:[ 07, 08] param3:[ 2019-03-23]
param1:[03, 08, 21, 26, 33], param2:[ 04, 05] param3:[ 2019-03-20]
param1:[07, 09, 13, 14, 33], param2:[ 02, 04] param3:[ 2019-03-18]
param1:[01, 04, 18, 24, 28], param2:[ 02, 03] param3:[ 2019-03-16]
param1:[06, 22, 28, 29, 33], param2:[ 02, 07] param3:[ 2019-03-13]
param1:[16, 18, 24, 25, 27], param2:[ 02, 07] param3:[ 2019-03-11]
param1:[10, 12, 15, 17, 19], param2:[ 02, 03] param3:[ 2019-03-09]
param1:[06, 13, 16, 19, 29], param2:[ 03, 07] param3:[ 2019-03-06]
param1:[11, 17, 19, 29, 33], param2:[ 08, 09] param3:[ 2019-03-04]
param1:[01, 03, 14, 26, 30], param2:[ 06, 11] param3:[ 2019-03-02]
param1:[01, 04, 14, 15, 21], param2:[ 01, 05] param3:[ 2019-02-27]
param1:[07, 13, 17, 24, 33], param2:[ 01, 10] param3:[ 2019-02-25]
param1:[01, 08, 16, 27, 34], param2:[ 03, 12] param3:[ 2019-02-23]
param1:[04, 11, 19, 25, 32], param2:[ 01, 02] param3:[ 2019-02-20]
param1:[03, 18, 19, 26, 34], param2:[ 06, 12] param3:[ 2019-02-18]
param1:[01, 05, 07, 22, 25], param2:[ 03, 04] param3:[ 2019-02-16]
param1:[03, 05, 13, 16, 28], param2:[ 02, 06] param3:[ 2019-02-13]
param1:[02, 05, 10, 13, 30], param2:[ 04, 06] param3:[ 2019-02-11]
param1:[12, 14, 20, 28, 31], param2:[ 09, 11] param3:[ 2019-02-02]
param1:[08, 10, 15, 17, 18], param2:[ 01, 08] param3:[ 2019-01-30]
param1:[05, 09, 17, 18, 19], param2:[ 07, 10] param3:[ 2019-01-28]
param1:[04, 12, 13, 16, 17], param2:[ 04, 09] param3:[ 2019-01-26]
param1:[03, 07, 24, 25, 27], param2:[ 02, 12] param3:[ 2019-01-23]
param1:[03, 09, 15, 18, 26], param2:[ 06, 12] param3:[ 2019-01-21]
param1:[03, 08, 17, 20, 24], param2:[ 06, 11] param3:[ 2019-01-19]
param1:[03, 12, 16, 29, 32], param2:[ 01, 05] param3:[ 2019-01-16]
param1:[14, 17, 19, 25, 30], param2:[ 04, 08] param3:[ 2019-01-14]
param1:[21, 26, 27, 29, 34], param2:[ 05, 06] param3:[ 2019-01-12]
param1:[15, 16, 17, 31, 32], param2:[ 03, 09] param3:[ 2019-01-09]
param1:[04, 08, 18, 20, 32], param2:[ 10, 12] param3:[ 2019-01-07]
param1:[02, 07, 14, 22, 31], param2:[ 01, 07] param3:[ 2019-01-05]
param1:[06, 18, 23, 26, 28], param2:[ 03, 12] param3:[ 2019-01-02]
param1:[14, 22, 23, 26, 30], param2:[ 03, 05] param3:[ 2018-12-31]
param1:[03, 06, 07, 08, 21], param2:[ 01, 08] param3:[ 2018-12-29]
param1:[02, 04, 05, 12, 28], param2:[ 08, 11] param3:[ 2018-12-26]
param1:[04, 08, 18, 29, 30], param2:[ 03, 07] param3:[ 2018-12-24]
param1:[05, 12, 13, 31, 34], param2:[ 10, 12] param3:[ 2018-12-22]
param1:[01, 07, 10, 11, 20], param2:[ 03, 06] param3:[ 2018-12-19]
param1:[02, 06, 24, 33, 34], param2:[ 02, 03] param3:[ 2018-12-17]
param1:[01, 11, 26, 33, 35], param2:[ 02, 10] param3:[ 2018-12-15]
param1:[03, 08, 09, 13, 33], param2:[ 01, 02] param3:[ 2018-12-12]
param1:[09, 18, 29, 31, 33], param2:[ 06, 11] param3:[ 2018-12-10]
param1:[06, 17, 18, 24, 31], param2:[ 07, 11] param3:[ 2018-12-08]
param1:[04, 07, 20, 22, 33], param2:[ 01, 02] param3:[ 2018-12-05]
param1:[19, 24, 28, 29, 34], param2:[ 10, 11] param3:[ 2018-12-03]
param1:[03, 07, 23, 26, 33], param2:[ 04, 09] param3:[ 2018-12-01]
param1:[01, 06, 08, 12, 15], param2:[ 03, 04] param3:[ 2018-11-28]
param1:[05, 11, 16, 28, 35], param2:[ 06, 09] param3:[ 2018-11-26]
param1:[01, 23, 24, 28, 33], param2:[ 04, 05] param3:[ 2018-11-24]
param1:[07, 10, 22, 23, 33], param2:[ 08, 11] param3:[ 2018-11-21]
param1:[03, 11, 12, 19, 21], param2:[ 05, 11] param3:[ 2018-11-19]
param1:[14, 19, 23, 27, 34], param2:[ 06, 12] param3:[ 2018-11-17]
param1:[04, 05, 19, 31, 35], param2:[ 02, 12] param3:[ 2018-11-14]
param1:[08, 12, 14, 15, 19], param2:[ 01, 10] param3:[ 2018-11-12]
param1:[03, 16, 22, 23, 27], param2:[ 01, 04] param3:[ 2018-11-10]
param1:[12, 14, 21, 32, 33], param2:[ 02, 11] param3:[ 2018-11-07]
param1:[03, 04, 16, 18, 25], param2:[ 01, 11] param3:[ 2018-11-05]
param1:[04, 07, 21, 22, 29], param2:[ 03, 06] param3:[ 2018-11-03]
param1:[11, 12, 14, 16, 26], param2:[ 08, 09] param3:[ 2018-10-31]
param1:[01, 03, 04, 11, 29], param2:[ 08, 12] param3:[ 2018-10-29]
param1:[11, 13, 15, 21, 27], param2:[ 05, 06] param3:[ 2018-10-27]
param1:[07, 16, 20, 21, 34], param2:[ 04, 06] param3:[ 2018-10-24]
